level(2),DependencyConflict,0x_contract_wrappers,2.0.0,eth_typing,3.6.5,eth_typing[Unknown]<--web3[web3#5.31.4]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--#eth_typing[eth_typing#3.2.0]<--0x_order_utils[0x_order_utils#4.0.1]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--
level(3),DependencyConflict,invenio_files_rest,1.5.0,importlib_metadata,3.9.2,importlib_metadata[Unknown]<--invenio_celery[invenio_celery#1.2.5]<--invenio_accounts[invenio_accounts#3.0.3]<--invenio_files_rest[invenio_files_rest#1.5.0]<--#importlib_metadata[importlib_metadata#6.8.0]<--flask[flask#2.3.2]<--flask_wtf[flask_wtf#1.1.1]<--invenio_files_rest[invenio_files_rest#1.5.0]<--
level(3),DependencyConflict,invenio_files_rest,1.5.0,importlib_metadata,3.8.2,importlib_metadata[Unknown]<--invenio_celery[invenio_celery#1.2.5]<--invenio_accounts[invenio_accounts#3.0.3]<--invenio_files_rest[invenio_files_rest#1.5.0]<--#importlib_metadata[importlib_metadata#6.8.0]<--flask[flask#2.3.2]<--flask_wtf[flask_wtf#1.1.1]<--invenio_files_rest[invenio_files_rest#1.5.0]<--
level(3),DependencyConflict,invenio_files_rest,1.5.0,importlib_metadata,3.7.2,importlib_metadata[Unknown]<--invenio_celery[invenio_celery#1.2.5]<--invenio_accounts[invenio_accounts#3.0.3]<--invenio_files_rest[invenio_files_rest#1.5.0]<--#importlib_metadata[importlib_metadata#6.7.0]<--flask[flask#2.2.5]<--flask_wtf[flask_wtf#1.1.1]<--invenio_files_rest[invenio_files_rest#1.5.0]<--
level(3),DependencyConflict,invenio_records,2.1.0,flask,3.10.4,flask[Unknown]<--invenio_base[invenio_base#1.3.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--#flask[flask#2.3.2]<--flask_celeryext[flask_celeryext#0.5.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--
level(3),DependencyConflict,invenio_records,2.1.0,flask,3.9.2,flask[Unknown]<--invenio_base[invenio_base#1.3.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--#flask[flask#2.3.2]<--flask_celeryext[flask_celeryext#0.5.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--
level(3),DependencyConflict,invenio_records,2.1.0,flask,3.8.2,flask[Unknown]<--invenio_base[invenio_base#1.3.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--#flask[flask#2.3.2]<--flask_celeryext[flask_celeryext#0.5.0]<--invenio_celery[invenio_celery#1.2.5]<--invenio_records[invenio_records#2.1.0]<--
level(2),DependencyConflict,invisible_watermark,0.2.0,numpy,3.6.5,numpy[Unknown]<--opencv_python[opencv_python#4.8.0.74]<--invisible_watermark[invisible_watermark#0.2.0]<--#numpy[numpy#1.19.5]<--invisible_watermark[invisible_watermark#0.2.0]<--
level(2),DependencyConflict,invokeai,2.3.5,psutil,3.10.4,psutil[Unknown]<--flaskwebgui[flaskwebgui#1.0.3]<--invokeai[invokeai#2.3.5]<--#psutil[psutil#5.9.5]<--accelerate[accelerate#0.21.0]<--invokeai[invokeai#2.3.5]<--
level(2),DependencyConflict,invokeai,2.3.5,psutil,3.9.2,psutil[Unknown]<--flaskwebgui[flaskwebgui#1.0.3]<--invokeai[invokeai#2.3.5]<--#psutil[psutil#5.9.5]<--accelerate[accelerate#0.21.0]<--invokeai[invokeai#2.3.5]<--
level(1),CanNotFind,ioc_finder,7.3.0,click,3.4.4,click[Unknown]<--ioc_finder[ioc_finder#7.3.0]<--
level(1),CanNotFind,ioc_finder,7.3.0,click,3.3.5,click[Unknown]<--ioc_finder[ioc_finder#7.3.0]<--
level(1),CanNotFind,ioc_finder,7.3.0,pyparsing,2.7.2,pyparsing[Unknown]<--ioc_finder[ioc_finder#7.3.0]<--
level(1),CanNotFind,ipdb,0.13.13,ipython,3.6.5,ipython[Unknown]<--ipdb[ipdb#0.13.13]<--
level(2),DependencyConflict,ipinfo,4.4.2,charset_normalizer,3.6.5,charset_normalizer[Unknown]<--requests[requests#2.27.1]<--ipinfo[ipinfo#4.4.2]<--#charset_normalizer[charset_normalizer#3.0.1]<--aiohttp[aiohttp#3.8.4]<--ipinfo[ipinfo#4.4.2]<--
level(3),DependencyConflict,ipinfo,4.4.2,multidict,3.3.5,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--ipinfo[ipinfo#4.4.2]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--ipinfo[ipinfo#4.4.2]<--
level(3),DependencyConflict,ipinfo,4.4.2,multidict,2.7.2,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--ipinfo[ipinfo#4.4.2]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--ipinfo[ipinfo#4.4.2]<--
level(1),CanNotFind,ipycanvas,0.13.1,pillow,3.4.4,pillow[Unknown]<--ipycanvas[ipycanvas#0.13.1]<--
level(1),CanNotFind,ipycanvas,0.13.1,pillow,3.3.5,pillow[Unknown]<--ipycanvas[ipycanvas#0.13.1]<--
level(1),CanNotFind,ipycytoscape,1.3.3,spectate,3.5.2,spectate[Unknown]<--ipycytoscape[ipycytoscape#1.3.3]<--
level(1),CanNotFind,ipycytoscape,1.3.3,spectate,3.4.4,spectate[Unknown]<--ipycytoscape[ipycytoscape#1.3.3]<--
level(1),CanNotFind,ipycytoscape,1.3.3,spectate,3.3.5,spectate[Unknown]<--ipycytoscape[ipycytoscape#1.3.3]<--
level(1),CanNotFind,ipycytoscape,1.3.3,spectate,2.7.2,spectate[Unknown]<--ipycytoscape[ipycytoscape#1.3.3]<--
level(1),CanNotFind,ipython_sql,0.5.0,sqlalchemy,3.6.5,sqlalchemy[Unknown]<--ipython_sql[ipython_sql#0.5.0]<--
level(1),CanNotFind,ipython_sql,0.5.0,sqlalchemy,3.5.2,sqlalchemy[Unknown]<--ipython_sql[ipython_sql#0.5.0]<--
level(1),CanNotFind,ipython_sql,0.5.0,sqlalchemy,3.4.4,sqlalchemy[Unknown]<--ipython_sql[ipython_sql#0.5.0]<--
level(1),CanNotFind,ipython_sql,0.5.0,sqlalchemy,3.3.5,sqlalchemy[Unknown]<--ipython_sql[ipython_sql#0.5.0]<--
level(1),CanNotFind,ipython_sql,0.5.0,sqlalchemy,2.7.2,sqlalchemy[Unknown]<--ipython_sql[ipython_sql#0.5.0]<--
level(1),CanNotFind,ipyvolume,0.6.3,pythreejs,3.6.5,pythreejs[Unknown]<--ipyvolume[ipyvolume#0.6.3]<--
level(1),CanNotFind,ipyvolume,0.6.3,pythreejs,3.5.2,pythreejs[Unknown]<--ipyvolume[ipyvolume#0.6.3]<--
level(1),CanNotFind,ipyvolume,0.6.3,pythreejs,3.4.4,pythreejs[Unknown]<--ipyvolume[ipyvolume#0.6.3]<--
level(1),CanNotFind,ipyvolume,0.6.3,pythreejs,3.3.5,pythreejs[Unknown]<--ipyvolume[ipyvolume#0.6.3]<--
level(1),CanNotFind,ipyvolume,0.6.3,pythreejs,2.7.2,pythreejs[Unknown]<--ipyvolume[ipyvolume#0.6.3]<--
level(1),CanNotFind,irc3,1.1.10,venusian,3.4.4,venusian[Unknown]<--irc3[irc3#1.1.10]<--
level(1),CanNotFind,irc3,1.1.10,venusian,3.3.5,venusian[Unknown]<--irc3[irc3#1.1.10]<--
level(1),CanNotFind,irc3,1.1.10,venusian,2.7.2,venusian[Unknown]<--irc3[irc3#1.1.10]<--
level(3),DependencyConflict,ja_ginza,5.1.2,typing_extensions,3.7.2,typing_extensions[Unknown]<--pydantic[pydantic#1.10.11]<--spacy[spacy#3.4.4]<--ja_ginza[ja_ginza#5.1.2]<--#typing_extensions[typing_extensions#4.1.1]<--spacy[spacy#3.4.4]<--ja_ginza[ja_ginza#5.1.2]<--
level(1),CanNotFind,ja_ginza,5.1.2,spacy,3.5.2,spacy[Unknown]<--ja_ginza[ja_ginza#5.1.2]<--
level(1),CanNotFind,ja_ginza,5.1.2,spacy,3.4.4,spacy[Unknown]<--ja_ginza[ja_ginza#5.1.2]<--
level(1),CanNotFind,ja_ginza,5.1.2,spacy,3.3.5,spacy[Unknown]<--ja_ginza[ja_ginza#5.1.2]<--
level(1),CanNotFind,ja_ginza,5.1.2,spacy,2.7.2,spacy[Unknown]<--ja_ginza[ja_ginza#5.1.2]<--
level(1),CanNotFind,jarvis_tools,2023.5.26,numpy,3.5.2,numpy[Unknown]<--jarvis_tools[jarvis_tools#2023.5.26]<--
level(1),CanNotFind,jarvis_tools,2023.5.26,numpy,3.4.4,numpy[Unknown]<--jarvis_tools[jarvis_tools#2023.5.26]<--
level(1),CanNotFind,jarvis_tools,2023.5.26,numpy,3.3.5,numpy[Unknown]<--jarvis_tools[jarvis_tools#2023.5.26]<--
level(1),CanNotFind,jarvis_tools,2023.5.26,numpy,2.7.2,numpy[Unknown]<--jarvis_tools[jarvis_tools#2023.5.26]<--
level(1),CanNotFind,jaxopt,0.5.5,jax,3.6.5,jax[Unknown]<--jaxopt[jaxopt#0.5.5]<--
level(1),CanNotFind,jaxopt,0.5.5,jax,3.5.2,jax[Unknown]<--jaxopt[jaxopt#0.5.5]<--
level(1),CanNotFind,jaxopt,0.5.5,jax,3.4.4,jax[Unknown]<--jaxopt[jaxopt#0.5.5]<--
level(1),CanNotFind,jaxopt,0.5.5,jax,3.3.5,jax[Unknown]<--jaxopt[jaxopt#0.5.5]<--
level(1),CanNotFind,jaxopt,0.5.5,jax,2.7.2,jax[Unknown]<--jaxopt[jaxopt#0.5.5]<--
level(2),DependencyConflict,jcvi,1.3.6,scipy,3.7.2,scipy[Unknown]<--ortools[ortools#9.6.2534]<--jcvi[jcvi#1.3.6]<--#scipy[scipy#1.7.3]<--jcvi[jcvi#1.3.6]<--
level(2),CanNotFind,jcvi,1.3.6,protobuf,3.6.5,protobuf[Unknown]<--ortools[ortools#9.6.2534]<--jcvi[jcvi#1.3.6]<--
level(1),CanNotFind,jcvi,1.3.6,rich,3.5.2,rich[Unknown]<--jcvi[jcvi#1.3.6]<--
level(1),CanNotFind,jcvi,1.3.6,rich,3.4.4,rich[Unknown]<--jcvi[jcvi#1.3.6]<--
level(1),CanNotFind,jcvi,1.3.6,rich,3.3.5,rich[Unknown]<--jcvi[jcvi#1.3.6]<--
level(1),CanNotFind,jcvi,1.3.6,rich,2.7.2,rich[Unknown]<--jcvi[jcvi#1.3.6]<--
level(2),DependencyConflict,jedi_language_server,0.30.2,pydantic,3.10.4,pydantic[Unknown]<--pygls[pygls#0.10.3]<--jedi_language_server[jedi_language_server#0.30.2]<--#pydantic[pydantic#1.10.11]<--jedi_language_server[jedi_language_server#0.30.2]<--
level(2),DependencyConflict,jedi_language_server,0.30.2,pydantic,3.9.2,pydantic[Unknown]<--pygls[pygls#0.10.3]<--jedi_language_server[jedi_language_server#0.30.2]<--#pydantic[pydantic#1.10.11]<--jedi_language_server[jedi_language_server#0.30.2]<--
level(2),DependencyConflict,jedi_language_server,0.30.2,pydantic,3.8.2,pydantic[Unknown]<--pygls[pygls#0.10.3]<--jedi_language_server[jedi_language_server#0.30.2]<--#pydantic[pydantic#1.10.11]<--jedi_language_server[jedi_language_server#0.30.2]<--
level(2),DependencyConflict,jedi_language_server,0.30.2,pydantic,3.7.2,pydantic[Unknown]<--pygls[pygls#0.10.3]<--jedi_language_server[jedi_language_server#0.30.2]<--#pydantic[pydantic#1.10.11]<--jedi_language_server[jedi_language_server#0.30.2]<--
level(2),DependencyConflict,jedi_language_server,0.30.2,pydantic,3.6.5,pydantic[Unknown]<--pygls[pygls#0.10.3]<--jedi_language_server[jedi_language_server#0.30.2]<--#pydantic[pydantic#1.9.2]<--jedi_language_server[jedi_language_server#0.30.2]<--
level(3),DependencyConflict,jesse,0.42.2,eth_keys,3.10.4,eth_keys[Unknown]<--eth_account[eth_account#0.5.9]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--#eth_keys[eth_keys#0.4.0]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--
level(3),DependencyConflict,jesse,0.42.2,eth_keys,3.9.2,eth_keys[Unknown]<--eth_account[eth_account#0.5.9]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--#eth_keys[eth_keys#0.4.0]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--
level(3),DependencyConflict,jesse,0.42.2,eth_keys,3.8.2,eth_keys[Unknown]<--eth_account[eth_account#0.5.9]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--#eth_keys[eth_keys#0.4.0]<--dydx_v3_python[dydx_v3_python#2.0.1]<--jesse[jesse#0.42.2]<--
level(2),DependencyConflict,jionlp,1.4.41,numpy,3.3.5,numpy[Unknown]<--jiojio[jiojio#1.2.5]<--jionlp[jionlp#1.4.41]<--#numpy[numpy#1.12.1]<--jionlp[jionlp#1.4.41]<--
level(1),CanNotFind,jmp,0.0.4,numpy,3.5.2,numpy[Unknown]<--jmp[jmp#0.0.4]<--
level(1),CanNotFind,jmp,0.0.4,numpy,3.4.4,numpy[Unknown]<--jmp[jmp#0.0.4]<--
level(1),CanNotFind,jmp,0.0.4,numpy,3.3.5,numpy[Unknown]<--jmp[jmp#0.0.4]<--
level(1),CanNotFind,jmp,0.0.4,numpy,2.7.2,numpy[Unknown]<--jmp[jmp#0.0.4]<--
level(1),CanNotFind,johnnydep,1.20.2,packaging,3.3.5,packaging[Unknown]<--johnnydep[johnnydep#1.20.2]<--
level(4),DependencyConflict,jsontableschema,0.10.1,urllib3,3.10.4,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--jsontableschema[jsontableschema#0.10.1]<--
level(4),DependencyConflict,jsontableschema,0.10.1,urllib3,3.9.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--jsontableschema[jsontableschema#0.10.1]<--
level(4),DependencyConflict,jsontableschema,0.10.1,urllib3,3.8.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--jsontableschema[jsontableschema#0.10.1]<--
level(4),DependencyConflict,jsontableschema,0.10.1,urllib3,3.7.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--jsontableschema[jsontableschema#0.10.1]<--
level(2),CanNotFind,jsontableschema,0.10.1,openpyxl,3.4.4,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--
level(2),CanNotFind,jsontableschema,0.10.1,openpyxl,3.3.5,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--jsontableschema[jsontableschema#0.10.1]<--
level(1),CanNotFind,jsx_lexer,2.0.1,pygments,3.5.2,pygments[Unknown]<--jsx_lexer[jsx_lexer#2.0.1]<--
level(1),CanNotFind,jsx_lexer,2.0.1,pygments,3.4.4,pygments[Unknown]<--jsx_lexer[jsx_lexer#2.0.1]<--
level(1),CanNotFind,jsx_lexer,2.0.1,pygments,3.3.5,pygments[Unknown]<--jsx_lexer[jsx_lexer#2.0.1]<--
level(1),CanNotFind,jsx_lexer,2.0.1,pygments,2.7.2,pygments[Unknown]<--jsx_lexer[jsx_lexer#2.0.1]<--
level(2),DependencyConflict,jupyter_book,0.15.1,sphinx,3.10.4,sphinx[Unknown]<--sphinx_jupyterbook_latex[sphinx_jupyterbook_latex#0.5.2]<--jupyter_book[jupyter_book#0.15.1]<--#sphinx[sphinx#5.3.0]<--jupyter_book[jupyter_book#0.15.1]<--
level(2),DependencyConflict,jupyter_book,0.15.1,sphinx,3.9.2,sphinx[Unknown]<--sphinx_jupyterbook_latex[sphinx_jupyterbook_latex#0.5.2]<--jupyter_book[jupyter_book#0.15.1]<--#sphinx[sphinx#5.3.0]<--jupyter_book[jupyter_book#0.15.1]<--
level(2),DependencyConflict,jupyter_book,0.15.1,sphinx,3.8.2,sphinx[Unknown]<--sphinx_jupyterbook_latex[sphinx_jupyterbook_latex#0.5.2]<--jupyter_book[jupyter_book#0.15.1]<--#sphinx[sphinx#5.3.0]<--jupyter_book[jupyter_book#0.15.1]<--
level(2),DependencyConflict,jupyter_book,0.15.1,sphinx,3.7.2,sphinx[Unknown]<--sphinx_jupyterbook_latex[sphinx_jupyterbook_latex#0.5.2]<--jupyter_book[jupyter_book#0.15.1]<--#sphinx[sphinx#5.3.0]<--jupyter_book[jupyter_book#0.15.1]<--
level(1),CanNotFind,jupyter_nbextensions_configurator,0.6.3,notebook,3.4.4,notebook[Unknown]<--jupyter_nbextensions_configurator[jupyter_nbextensions_configurator#0.6.3]<--
level(1),CanNotFind,jupyter_nbextensions_configurator,0.6.3,notebook,3.3.5,notebook[Unknown]<--jupyter_nbextensions_configurator[jupyter_nbextensions_configurator#0.6.3]<--
level(1),CanNotFind,jupyter_nbextensions_configurator,0.6.3,notebook,2.7.2,notebook[Unknown]<--jupyter_nbextensions_configurator[jupyter_nbextensions_configurator#0.6.3]<--
level(1),CanNotFind,jupyterlab_git,0.41.0,jupyter_server,3.6.5,jupyter_server[Unknown]<--jupyterlab_git[jupyterlab_git#0.41.0]<--
level(4),DependencyConflict,jupyterlab_lsp,4.2.0,y_py,3.10.4,y_py[Unknown]<--ypy_websocket[ypy_websocket#0.8.4]<--jupyter_server_ydoc[jupyter_server_ydoc#0.8.0]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--#y_py[y_py#0.5.9]<--jupyter_ydoc[jupyter_ydoc#0.2.4]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--
level(4),DependencyConflict,jupyterlab_lsp,4.2.0,y_py,3.9.2,y_py[Unknown]<--ypy_websocket[ypy_websocket#0.8.4]<--jupyter_server_ydoc[jupyter_server_ydoc#0.8.0]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--#y_py[y_py#0.5.9]<--jupyter_ydoc[jupyter_ydoc#0.2.4]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--
level(4),DependencyConflict,jupyterlab_lsp,4.2.0,y_py,3.8.2,y_py[Unknown]<--ypy_websocket[ypy_websocket#0.8.4]<--jupyter_server_ydoc[jupyter_server_ydoc#0.8.0]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--#y_py[y_py#0.5.9]<--jupyter_ydoc[jupyter_ydoc#0.2.4]<--jupyterlab[jupyterlab#3.6.5]<--jupyterlab_lsp[jupyterlab_lsp#4.2.0]<--
level(1),CanNotFind,justext,3.0.0,lxml,3.4.4,lxml[Unknown]<--justext[justext#3.0.0]<--
level(1),CanNotFind,justext,3.0.0,lxml,3.3.5,lxml[Unknown]<--justext[justext#3.0.0]<--
level(2),DependencyConflict,justpy,0.13.0,starlette,3.10.4,starlette[Unknown]<--fastapi[fastapi#0.100.0]<--justpy[justpy#0.13.0]<--#starlette[starlette#0.30.0]<--justpy[justpy#0.13.0]<--
level(2),DependencyConflict,justpy,0.13.0,starlette,3.9.2,starlette[Unknown]<--fastapi[fastapi#0.100.0]<--justpy[justpy#0.13.0]<--#starlette[starlette#0.30.0]<--justpy[justpy#0.13.0]<--
level(2),DependencyConflict,justpy,0.13.0,starlette,3.8.2,starlette[Unknown]<--fastapi[fastapi#0.100.0]<--justpy[justpy#0.13.0]<--#starlette[starlette#0.30.0]<--justpy[justpy#0.13.0]<--
level(3),DependencyConflict,k_diffusion,0.0.15,numpy,3.6.5,numpy[Unknown]<--imageio[imageio#2.16.0]<--scikit_image[scikit_image#0.17.2]<--k_diffusion[k_diffusion#0.0.15]<--#numpy[numpy#1.19.5]<--accelerate[accelerate#0.9.0]<--k_diffusion[k_diffusion#0.0.15]<--
level(1),CanNotFind,k_diffusion,0.0.15,accelerate,3.5.2,accelerate[Unknown]<--k_diffusion[k_diffusion#0.0.15]<--
level(1),CanNotFind,k_diffusion,0.0.15,accelerate,3.4.4,accelerate[Unknown]<--k_diffusion[k_diffusion#0.0.15]<--
level(1),CanNotFind,k_diffusion,0.0.15,accelerate,3.3.5,accelerate[Unknown]<--k_diffusion[k_diffusion#0.0.15]<--
level(1),CanNotFind,k_diffusion,0.0.15,accelerate,2.7.2,accelerate[Unknown]<--k_diffusion[k_diffusion#0.0.15]<--
level(1),CanNotFind,kaggle_environments,1.13.0,pettingzoo,3.10.4,pettingzoo[Unknown]<--kaggle_environments[kaggle_environments#1.13.0]<--
level(1),CanNotFind,kaggle_environments,1.13.0,pickle5,3.9.2,pickle5[Unknown]<--kaggle_environments[kaggle_environments#1.13.0]<--
level(1),CanNotFind,kaggle_environments,1.13.0,pickle5,3.8.2,pickle5[Unknown]<--kaggle_environments[kaggle_environments#1.13.0]<--
level(2),DependencyConflict,kaggle_environments,1.13.0,importlib_metadata,3.7.2,importlib_metadata[Unknown]<--stable_baselines3[stable_baselines3#1.7.0]<--kaggle_environments[kaggle_environments#1.13.0]<--#importlib_metadata[importlib_metadata#6.7.0]<--flask[flask#2.2.5]<--kaggle_environments[kaggle_environments#1.13.0]<--
level(1),CanNotFind,kaggle_environments,1.13.0,stable_baselines3,3.6.5,stable_baselines3[Unknown]<--kaggle_environments[kaggle_environments#1.13.0]<--
level(1),CanNotFind,kaldi_io,0.9.8,numpy,3.3.5,numpy[Unknown]<--kaldi_io[kaldi_io#0.9.8]<--
level(1),CanNotFind,karrio,2023.5.1,py_soap,3.5.2,py_soap[Unknown]<--karrio[karrio#2023.5.1]<--
level(1),CanNotFind,karrio,2023.5.1,py_soap,3.4.4,py_soap[Unknown]<--karrio[karrio#2023.5.1]<--
level(1),CanNotFind,karrio,2023.5.1,py_soap,3.3.5,py_soap[Unknown]<--karrio[karrio#2023.5.1]<--
level(1),CanNotFind,karrio,2023.5.1,py_soap,2.7.2,py_soap[Unknown]<--karrio[karrio#2023.5.1]<--
level(2),CanNotFind,karrio.server.core,2023.4.5,py_soap,3.5.2,py_soap[Unknown]<--karrio[karrio#2023.5.1]<--karrio.server.core[karrio.server.core#2023.4.5]<--
level(2),CanNotFind,karrio.server.core,2023.4.5,django,3.4.4,django[Unknown]<--django_health_check[django_health_check#3.16.5]<--karrio.server.core[karrio.server.core#2023.4.5]<--
level(2),CanNotFind,karrio.server.core,2023.4.5,django,3.3.5,django[Unknown]<--django_health_check[django_health_check#3.16.5]<--karrio.server.core[karrio.server.core#2023.4.5]<--
level(2),CanNotFind,karrio.server.core,2023.4.5,django,2.7.2,django[Unknown]<--django_health_check[django_health_check#3.16.5]<--karrio.server.core[karrio.server.core#2023.4.5]<--
level(2),DependencyConflict,kinto,16.0.0,pyramid,3.5.2,pyramid[Unknown]<--pyramid_multiauth[pyramid_multiauth#1.0.1]<--kinto[kinto#16.0.0]<--#pyramid[pyramid#1.10.8]<--kinto[kinto#16.0.0]<--
level(2),DependencyConflict,kinto,16.0.0,pyramid,3.4.4,pyramid[Unknown]<--pyramid_multiauth[pyramid_multiauth#1.0.1]<--kinto[kinto#16.0.0]<--#pyramid[pyramid#1.10.8]<--kinto[kinto#16.0.0]<--
level(2),DependencyConflict,kinto,16.0.0,pyramid,3.3.5,pyramid[Unknown]<--pyramid_multiauth[pyramid_multiauth#1.0.1]<--kinto[kinto#16.0.0]<--#pyramid[pyramid#1.8.6]<--kinto[kinto#16.0.0]<--
level(2),DependencyConflict,kinto,16.0.0,pyramid,2.7.2,pyramid[Unknown]<--pyramid_multiauth[pyramid_multiauth#1.0.1]<--kinto[kinto#16.0.0]<--#pyramid[pyramid#1.10.8]<--kinto[kinto#16.0.0]<--
level(2),DependencyConflict,klio_core,22.3.0,protobuf,3.6.5,protobuf[Unknown]<--google_cloud_pubsub[google_cloud_pubsub#2.13.0]<--klio_core[klio_core#22.3.0]<--#protobuf[protobuf#4.21.0]<--klio_core[klio_core#22.3.0]<--
level(1),CanNotFind,kmodes,0.12.2,scikit_learn,3.4.4,scikit_learn[Unknown]<--kmodes[kmodes#0.12.2]<--
level(1),CanNotFind,kmodes,0.12.2,scikit_learn,3.3.5,scikit_learn[Unknown]<--kmodes[kmodes#0.12.2]<--
level(1),CanNotFind,kmodes,0.12.2,scikit_learn,2.7.2,scikit_learn[Unknown]<--kmodes[kmodes#0.12.2]<--
level(2),DependencyConflict,kubernetes,26.1.0,urllib3,3.10.4,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--kubernetes[kubernetes#26.1.0]<--#urllib3[urllib3#2.0.3]<--kubernetes[kubernetes#26.1.0]<--
level(2),DependencyConflict,kubernetes,26.1.0,urllib3,3.9.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--kubernetes[kubernetes#26.1.0]<--#urllib3[urllib3#2.0.3]<--kubernetes[kubernetes#26.1.0]<--
level(2),DependencyConflict,kubernetes,26.1.0,urllib3,3.8.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--kubernetes[kubernetes#26.1.0]<--#urllib3[urllib3#2.0.3]<--kubernetes[kubernetes#26.1.0]<--
level(2),DependencyConflict,kubernetes,26.1.0,urllib3,3.7.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--kubernetes[kubernetes#26.1.0]<--#urllib3[urllib3#2.0.3]<--kubernetes[kubernetes#26.1.0]<--
level(1),CanNotFind,kubernetes_asyncio,24.2.3,aiohttp,3.5.2,aiohttp[Unknown]<--kubernetes_asyncio[kubernetes_asyncio#24.2.3]<--
level(1),CanNotFind,kubernetes_asyncio,24.2.3,aiohttp,3.4.4,aiohttp[Unknown]<--kubernetes_asyncio[kubernetes_asyncio#24.2.3]<--
level(1),CanNotFind,kubernetes_asyncio,24.2.3,urllib3,3.3.5,urllib3[Unknown]<--kubernetes_asyncio[kubernetes_asyncio#24.2.3]<--
level(1),CanNotFind,kubernetes_asyncio,24.2.3,aiohttp,2.7.2,aiohttp[Unknown]<--kubernetes_asyncio[kubernetes_asyncio#24.2.3]<--
level(2),DependencyConflict,kubric_nightly,2023.7.16,numpy,3.10.4,numpy[Unknown]<--apache_beam[apache_beam#2.48.0]<--kubric_nightly[kubric_nightly#2023.7.16]<--#numpy[numpy#1.25.1]<--kubric_nightly[kubric_nightly#2023.7.16]<--
level(2),DependencyConflict,kubric_nightly,2023.7.16,numpy,3.9.2,numpy[Unknown]<--apache_beam[apache_beam#2.48.0]<--kubric_nightly[kubric_nightly#2023.7.16]<--#numpy[numpy#1.25.1]<--kubric_nightly[kubric_nightly#2023.7.16]<--
level(3),DependencyConflict,labelbox,3.49.1,urllib3,3.10.4,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--google_api_core[google_api_core#2.11.1]<--labelbox[labelbox#3.49.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--labelbox[labelbox#3.49.1]<--
